bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,sqft_living15,sqft_lot15,lot_to_living_ratio,property_age,distance_to_center
3,1.0,960,1.0,0,0,4,7,960,0,1958,0,47.7689,1250,8855,9.223958333333334,57,11.242030710451834
3,2.25,2200,2.0,0,0,3,8,2200,0,1987,0,47.3727,2060,16921,7.691363636363636,28,20.819954380758876
3,2.25,1410,3.0,0,0,3,9,1410,0,2014,0,47.5818,1510,1352,0.6418439716312057,1,3.675910371183004
3,2.25,1610,1.0,0,0,3,7,1610,0,1977,0,47.4517,1720,9583,6.493167701863354,38,10.673720351963308
3,2.75,3860,2.0,0,0,4,10,3860,0,1984,0,47.549,2820,14636,3.3124352331606217,31,9.768392950130755
3,2.5,2230,1.0,0,0,4,8,2230,0,1977,0,47.3321,2400,33120,14.645739910313901,38,21.719580562674672
3,1.75,2040,1.0,0,0,3,8,2040,0,1987,0,47.3756,2010,11717,5.91421568627451,28,20.875188566026
3,2.0,1540,1.5,0,0,5,6,1540,0,1939,0,47.7403,1730,5000,5.76948051948052,76,18.69939694106603
3,1.0,1240,1.0,0,0,3,6,1240,0,1921,1992,47.4303,1990,109335,192.85806451612902,23,18.081727289854975
2,1.0,850,1.0,0,0,3,6,850,0,1923,0,47.4889,1100,14459,19.294117647058822,92,8.250238826238482
4,2.75,2680,1.0,0,4,4,9,1480,1200,1962,0,47.5634,2940,8650,3.171641791044776,53,8.746054658715678
3,2.0,2420,1.0,0,0,5,7,1210,1210,1949,0,47.4511,2650,88426,16.025206611570248,66,19.810112516755517
4,2.75,2840,1.5,0,0,5,8,1960,880,1912,0,47.5846,2750,4000,1.408450704225352,103,2.4322313522134245
3,1.75,1660,1.0,0,0,3,7,1660,0,1972,0,47.741,1770,10000,6.024096385542169,43,18.96670174424703
3,1.5,1360,1.0,0,0,4,7,1360,0,1966,0,47.4143,1360,9750,7.338235294117647,49,14.51187977557047
2,1.0,990,1.0,0,0,3,7,990,0,1941,0,47.5666,2250,6032,5.05050505050505,74,4.2972046092581175
3,1.0,890,1.0,0,0,3,7,890,0,1950,0,47.7518,1930,7500,6.702247191011236,65,10.359610150752752
3,2.0,1710,1.5,0,0,5,6,1710,0,1941,0,47.3048,1030,4705,2.7467836257309943,74,21.497274906457573
4,2.5,3560,3.0,0,0,3,8,3560,0,2014,0,47.7047,3220,4892,1.478932584269663,1,12.284227437302794
4,2.5,3290,2.0,0,0,3,9,3290,0,2003,0,47.5994,3240,5831,2.0145896656534954,12,16.692044836648645
3,2.5,3070,2.0,0,0,3,9,3070,0,1995,0,47.4724,3070,21803,7.1980456026058635,20,12.665918274873757
3,2.5,1690,2.0,0,0,3,7,1690,0,2004,0,47.6788,1690,4000,2.366863905325444,11,14.794290322645312
3,1.0,1540,1.5,0,0,3,7,1540,0,1949,0,47.7213,1540,7250,15.909090909090908,66,8.19099386695101
3,2.5,1750,2.0,0,0,3,7,1750,0,2005,0,47.3605,1890,4048,2.4,10,21.80000060567256
2,1.5,680,2.0,0,0,3,7,680,0,2005,0,47.695,690,1059,1.1352941176470588,10,6.155923672293148
4,2.25,2240,2.0,0,0,3,8,2240,0,2013,0,47.6212,1760,7500,2.232142857142857,2,12.846481954365423
5,3.5,3860,1.0,0,3,4,8,2660,1200,1973,0,47.7139,2440,9600,2.4870466321243523,42,9.016216259089612
4,2.25,2350,2.0,0,0,3,8,2350,0,1968,0,47.7732,2090,7964,5.336170212765958,47,11.769947354524948
3,1.75,1960,1.0,0,0,4,7,1090,870,1920,0,47.6746,1960,3960,2.442857142857143,95,4.817782997949428
4,2.75,3580,1.0,0,0,3,10,1840,1740,1979,0,47.6319,2910,12428,3.35195530726257,36,13.296073168152155
3,1.0,960,1.0,0,0,5,6,960,0,1982,0,47.1951,1080,8610,10.034375,33,32.368892334309635
4,2.75,2360,1.0,0,0,3,8,2360,0,2014,0,47.5117,1440,13346,6.398305084745763,1,6.70738202440323
4,2.0,2490,1.0,0,0,3,8,2490,0,2002,0,47.2725,1910,129373,136.27791164658635,13,29.806134293556806
3,1.0,1010,1.0,0,0,5,7,1010,0,1974,0,47.3437,2020,44866,14.366336633663366,41,21.691284171308606
3,2.25,2580,1.0,0,0,3,7,1630,950,1963,0,47.7446,1920,7737,2.8813953488372093,52,9.561577965626741
3,2.25,1750,1.0,0,0,3,8,1270,480,1963,0,47.7739,2170,12000,8.873142857142858,52,11.898608413052452
2,2.5,1380,2.0,0,0,3,7,1140,240,2011,0,47.5462,1580,2036,0.777536231884058,4,4.489734791165409
2,1.75,1910,2.0,0,0,3,8,1910,0,1980,0,47.3733,1470,3623,1.7675392670157068,35,20.611060890917138
4,3.5,3060,2.0,0,0,3,9,2410,650,2012,0,47.5522,3170,3634,1.4944444444444445,3,15.920797757400022
3,2.5,2210,2.0,0,0,3,9,2210,0,1989,0,47.3079,2440,8641,3.4194570135746605,26,20.80433588018861
3,2.5,2630,2.0,0,0,3,8,2630,0,2001,0,47.5322,2220,5250,1.753231939163498,14,22.292953804137863
4,2.5,2230,1.0,0,0,3,7,1650,580,2006,0,47.4799,2090,4637,2.242152466367713,9,12.899404573910136
3,1.0,1100,1.5,0,0,3,7,1100,0,1908,0,47.6604,1770,4400,4.909090909090909,107,4.788021543404841
4,2.5,3100,2.0,0,0,3,9,3100,0,2011,0,47.3696,3060,6000,1.8387096774193548,4,20.78253610559403
3,1.0,1200,1.0,0,0,3,6,1200,0,1977,0,47.3746,1200,7200,6.016666666666667,38,17.456797493802274
3,2.0,1490,3.0,0,0,3,8,1490,0,2014,0,47.5699,1400,1230,0.7557046979865771,1,3.2461354760839307
4,3.0,3370,2.0,0,0,4,10,3370,0,1981,0,47.733,3370,38896,14.231157270029673,34,12.906109158165847
3,3.0,2450,1.5,0,3,3,8,2450,0,2004,0,47.2215,2300,263492,86.23102040816326,11,29.34003956134397
3,2.0,1300,1.0,0,0,3,7,1300,0,1994,0,47.3131,1430,9656,7.418461538461538,21,25.593458348057123
3,1.75,1930,1.0,0,0,3,7,1230,700,1960,0,47.4883,2030,5954,3.384974093264249,55,9.661668695573956
3,2.5,1820,1.0,0,0,3,7,1220,600,1959,0,47.4318,1350,8214,3.979120879120879,56,12.193640071522465
3,2.5,2860,2.0,0,0,3,9,2860,0,1999,0,47.6218,2360,5832,2.0297202797202796,16,8.11154563780779
5,2.5,2340,2.0,1,4,3,8,2340,0,1959,0,47.5193,2200,3230,0.85,56,6.955153361647242
2,1.0,700,1.0,0,0,3,7,700,0,1927,0,47.6962,1130,5599,11.6,88,6.239315831511461
6,2.75,2410,1.0,0,0,5,7,1310,1100,1957,0,47.4429,1310,10746,4.46597510373444,58,11.522552297184705
4,1.75,1830,1.0,0,0,3,7,1060,770,1962,0,47.7333,1990,10917,6.060109289617486,53,9.65646515391045
4,2.5,2390,2.0,0,0,3,8,2390,0,1997,0,47.3677,2520,6500,2.5569037656903766,18,18.08272960001861
3,1.0,960,1.0,0,0,4,7,960,0,1963,0,47.238,1930,51400,15.909375,52,28.911256282187548
3,1.5,2050,1.0,0,0,3,7,1350,700,1958,0,47.5325,1590,7214,3.1141463414634147,57,5.525368354384953
3,2.0,2870,1.5,0,1,4,8,1790,1080,1946,0,47.6813,2310,6466,2.21602787456446,69,5.83320146172049
2,1.0,820,1.0,0,0,4,6,820,0,1918,0,47.52,1000,4440,8.257317073170732,97,6.042548740893528
4,2.0,1940,1.0,0,0,4,7,970,970,1951,0,47.6948,960,6350,3.2731958762886597,64,6.230432491233712
3,2.5,1400,2.0,0,0,4,7,1400,0,1987,0,47.7233,1710,7700,5.362857142857143,28,11.172189060195304
4,2.75,3950,1.0,0,3,3,10,2050,1900,1955,0,47.6969,3130,8608,2.5858227848101265,60,6.718190689073242
2,1.5,1160,2.0,0,0,3,7,1160,0,1982,0,47.7178,1150,2158,1.860344827586207,33,10.170029166711121
4,1.75,2120,1.0,0,0,3,8,1220,900,1965,0,47.6003,2160,7725,3.643867924528302,50,8.798315395196195
4,2.5,2990,1.0,0,0,5,8,2100,890,1959,0,47.5932,2270,8800,2.8896321070234112,56,7.5348074835904475
3,2.75,1250,2.0,0,0,3,8,1040,210,2010,0,47.5826,1250,1296,0.7136,5,3.0398350494016593
3,1.75,1250,1.0,0,0,3,7,1250,0,1994,0,47.3277,1980,10175,8.0976,21,24.713359954659158
4,2.75,2000,2.0,0,0,4,7,2000,0,1992,0,47.3511,1690,7735,4.5415,23,21.803314452256224
1,1.0,790,1.0,0,0,3,7,790,0,1918,0,47.6178,1580,2566,3.037974683544304,97,1.7416499449233236
3,2.5,2160,2.0,0,0,3,9,1970,190,2014,0,47.5642,1810,2653,0.8851851851851852,1,3.4543015325538757
3,1.75,1800,1.0,0,0,3,8,1800,0,1972,0,47.6357,1950,8500,4.444444444444445,43,10.16012405929428
4,3.0,3080,2.0,0,1,3,10,3080,0,1990,0,47.334,3200,9375,3.1172077922077923,25,18.804679790142607
3,1.75,1680,1.0,0,0,4,7,1680,0,1966,0,47.6556,3340,10390,6.3601190476190474,49,7.337903959628274
4,1.0,2420,2.0,0,0,4,7,2420,0,1945,0,47.5744,1630,9965,6.413223140495868,70,9.37911601415233
4,2.75,3150,1.0,0,3,3,8,1810,1340,1976,0,47.5424,2250,6343,2.0136507936507937,39,4.9652296432543395
3,2.0,1410,1.0,0,0,3,7,1410,0,1994,0,47.3642,1660,6757,7.501418439716312,21,18.04648204731283
3,1.0,1020,1.0,0,0,4,7,880,140,1928,0,47.6924,1580,5376,5.303921568627451,87,6.0439394728721325
4,1.75,3000,1.0,0,3,3,7,1500,1500,1950,0,47.5265,2500,9821,14.066666666666666,65,8.204963728615725
3,3.25,4220,1.0,1,4,4,11,2460,1760,1958,1987,47.6083,3810,30401,9.786729857819905,28,10.377721908210246
4,3.0,2120,2.0,0,0,4,8,2120,0,1978,0,47.4745,2180,11440,6.132075471698113,37,12.755436453037301
3,2.0,2005,1.0,0,0,3,7,1605,400,1980,0,47.6039,1750,4500,3.491271820448878,35,1.601153304332688
4,2.25,1830,2.0,0,0,4,7,1830,0,1991,0,47.3679,1870,7212,4.772677595628415,24,17.95611822106753
3,1.0,1160,1.0,0,0,4,6,1160,0,1958,0,47.45,1160,7560,6.517241379310345,57,12.952440722375563
3,2.5,1730,2.0,0,0,3,8,1730,0,1996,0,47.5672,1610,4313,2.846242774566474,19,15.523979081327823
3,1.0,1060,1.0,0,0,3,7,1060,0,1958,0,47.5294,1220,4600,4.716981132075472,57,5.403649545848003
4,2.75,2190,1.5,0,0,5,7,1470,720,1929,0,47.6868,1600,3800,1.3091324200913241,86,5.6808806045133515
3,1.0,1110,1.0,0,0,3,6,1110,0,1949,0,47.4705,1480,8100,5.45945945945946,66,9.42092939649761
4,5.0,5820,2.0,0,0,3,11,3750,2070,1993,0,47.3814,2980,13000,2.3893470790378006,22,17.410748934230412
4,3.5,2440,2.0,0,0,3,8,1940,500,2006,0,47.555,2390,4600,1.2508196721311475,9,3.698317888142789
3,1.0,1320,1.0,0,0,3,7,1320,0,1955,0,47.5705,1480,5250,4.166666666666667,60,3.9458064335279044
2,1.0,900,1.0,0,0,3,6,900,0,1951,0,47.4881,860,4500,5.0,64,10.122738999816981
3,2.25,1760,2.0,0,0,4,8,1760,0,1983,0,47.5336,1810,9768,5.689204545454546,32,8.361766631023643
3,2.5,1270,3.0,0,0,3,8,1270,0,2001,0,47.6697,1320,1180,0.9291338582677166,14,5.202726617845149
2,1.0,830,1.0,0,0,3,6,830,0,1922,0,47.5674,1310,2793,6.759036144578313,93,3.137827635135378
3,1.5,1630,1.5,0,0,4,8,1630,0,1932,0,47.6865,1550,3800,1.807361963190184,83,5.642750063038507
3,2.25,1890,1.0,0,0,3,8,1890,0,1978,0,47.6232,2390,12323,6.474074074074074,37,13.369912674828198
3,1.0,2020,1.5,0,0,4,7,1520,500,1929,0,47.5514,1200,4635,2.0396039603960396,86,4.742437902711447
2,1.0,1800,1.0,0,0,3,6,900,900,1942,0,47.5508,1570,5876,2.878888888888889,73,4.110977482161434
4,1.75,2030,1.0,0,0,3,8,1610,420,1950,0,47.7278,1650,7872,6.166502463054187,65,8.559115224341387
3,2.25,1560,2.0,0,0,3,7,1560,0,1997,0,47.4989,1560,8260,9.833333333333334,18,7.42786138966466
2,1.0,1350,1.0,0,2,4,7,1350,0,1952,0,47.4967,1280,10095,7.478518518518518,63,26.99702530188515
3,1.5,1790,1.0,0,0,3,7,1790,0,1953,2014,47.6387,2080,10943,4.204469273743017,1,6.2596351481792745
4,2.0,1960,1.0,0,0,3,8,960,1000,1922,2001,47.58,1680,4520,2.306122448979592,14,3.857852192310258
5,4.75,7880,2.0,0,2,3,13,7880,0,1996,0,47.7334,2740,10761,3.0774111675126905,19,8.897878249125284
3,2.5,1440,1.0,0,0,4,7,1000,440,1983,0,47.4042,1680,7316,5.375694444444444,32,15.379723896842926
2,1.75,1370,1.0,0,0,3,7,1090,280,1950,0,47.6492,1730,5966,2.281021897810219,65,4.048687372127753
3,1.0,1400,1.0,0,0,4,7,1400,0,1968,0,47.2738,1440,10425,7.446428571428571,47,23.00963432506902
3,2.0,1490,1.0,0,0,4,7,1490,0,1966,0,47.6697,1700,7725,4.987248322147651,49,9.0735818410466
3,2.5,3030,1.5,0,0,4,10,3030,0,1992,0,47.743,3360,34983,9.903300330033003,23,16.739513019640857
4,2.5,2830,2.0,0,0,3,8,2830,0,2003,0,47.3888,2830,6872,2.309540636042403,12,20.566399227367505
3,1.75,2720,1.5,0,0,3,9,2720,0,1988,0,47.7092,2560,149410,54.93014705882353,27,21.739631574166133
4,2.25,2460,1.0,0,0,5,8,2460,0,1968,0,47.6627,2250,40635,16.51829268292683,47,14.547126107208902
1,1.0,640,1.0,0,0,3,5,640,0,1939,0,47.6976,1270,6350,9.921875,76,6.438131661869993
2,1.0,840,1.0,0,0,4,7,840,0,1949,0,47.6779,1550,5100,6.071428571428571,66,5.514421556359045
4,4.25,3650,1.5,0,0,3,9,2330,1320,1907,2014,47.638,1710,3600,1.4597260273972603,1,2.603245166317309
4,2.5,1990,2.0,0,0,3,8,1680,310,2005,0,47.6696,1560,2087,1.092964824120603,10,4.74174478952011
3,3.25,1430,3.0,0,0,3,8,1430,0,2007,0,47.6712,1430,1243,0.8923076923076924,8,5.016750097352054
3,2.5,2050,2.0,0,0,4,9,2050,0,1989,0,47.5279,2410,10172,5.702439024390244,26,9.657243201794302
2,1.5,1300,1.0,0,2,3,7,1300,0,1943,0,47.6134,1420,1676,5.8707692307692305,72,1.2309010417650414
4,3.0,1530,2.0,0,0,3,7,1530,0,2010,0,47.3528,1930,6925,5.428758169934641,5,19.55566331809015
4,2.25,3040,1.0,0,0,4,7,1520,1520,1963,0,47.5911,2560,12090,4.0,52,9.361955135637784
1,0.0,600,1.0,0,0,2,3,600,0,1950,0,47.5316,990,22549,40.835,65,27.74564720336509
1,0.75,840,1.5,0,0,3,6,840,0,1949,0,47.4756,1560,8603,8.575,66,9.139032525873334
4,3.5,3910,2.0,0,0,4,10,2490,1420,1987,0,47.4846,2830,37674,15.310230179028133,28,14.977964275286304
5,3.0,2530,1.0,0,0,3,8,1520,1010,2005,0,47.7546,2290,4011,2.0177865612648223,10,10.260856476742589
3,2.0,1850,1.0,0,0,4,7,950,900,1940,0,47.697,1430,6380,5.172972972972973,75,6.290724844374022
3,1.5,2480,1.5,0,0,5,7,1620,860,1947,0,47.5575,2090,4800,2.129032258064516,68,3.6290257738730523
3,2.0,1300,1.0,0,0,4,7,1300,0,1983,0,47.3837,1630,7500,3.8461538461538463,32,15.427471145790102
4,2.0,2130,1.0,0,0,3,7,1350,780,1962,0,47.4133,1550,8596,3.943661971830986,53,14.518741584882717
3,2.5,2620,2.0,0,0,3,9,2620,0,1995,0,47.6972,2620,9067,3.477862595419847,20,11.886487947475182
3,2.5,1660,3.0,0,0,3,8,1660,0,2008,0,47.644,1750,2040,0.8096385542168675,7,2.6222887669590946
4,1.5,1430,1.0,0,0,3,7,1030,400,1979,0,47.3034,1390,7800,6.136363636363637,36,21.054115134196802
4,2.5,2620,2.0,0,0,3,8,2620,0,1983,0,47.5514,1670,5080,2.7969465648854963,32,4.976628439160465
4,3.0,5520,2.0,0,3,3,9,3570,1950,2008,0,47.5655,3770,8278,1.5059782608695653,7,9.900549186862559
3,2.5,1200,3.0,0,0,3,9,1200,0,2010,0,47.5894,1750,4365,0.6775,5,1.4091116070609953
4,2.5,3180,2.0,0,0,3,7,3180,0,2001,0,47.4905,2610,5403,1.699685534591195,14,12.02593244847412
3,1.0,1300,1.0,0,0,4,7,1300,0,1958,0,47.611,1570,9075,6.134615384615385,57,9.821404823936092
3,2.5,1450,2.0,0,0,3,8,940,510,2008,0,47.6754,1410,1080,0.7262068965517241,7,5.165556828322344
3,2.5,1600,2.0,0,0,4,8,1600,0,1993,0,47.3534,1700,7000,4.375,22,21.702692758647622
3,3.25,1550,3.0,0,0,3,8,1550,0,2006,0,47.6767,1550,1444,0.9316129032258065,9,5.234972868007083
7,4.75,5310,2.0,0,0,3,10,3650,1660,2013,0,47.6221,2920,10610,1.6602636534839925,2,5.900450127398197
3,1.75,1660,1.0,0,0,3,7,1130,530,1976,0,47.7628,1260,9681,5.8271084337349395,39,13.417238768277393
3,1.75,1400,1.0,0,0,3,7,1400,0,1961,0,47.7569,1820,7440,5.289285714285715,54,10.411729811027199
3,1.5,1670,2.0,0,3,4,8,1670,0,1928,0,47.6411,2320,4572,2.3065868263473055,87,3.019011144804454
3,2.25,2980,1.0,0,0,3,9,2230,750,1989,0,47.6627,2980,107157,29.07248322147651,26,15.855829924222338
3,2.5,1530,2.0,0,0,4,7,1530,0,1991,0,47.3487,1360,6000,3.9215686274509802,24,22.556174893648194
4,1.75,1720,1.0,0,0,5,7,1720,0,1960,0,47.3614,1220,10018,5.824418604651163,55,19.63674467729625
4,2.5,2240,1.0,0,0,4,8,1490,750,1968,0,47.6147,2640,11622,4.4348214285714285,47,7.78205378743384
5,2.5,2300,1.0,0,0,5,7,1170,1130,1967,0,47.4739,2280,23345,10.15,48,13.698053999376317
3,2.0,1060,2.0,0,0,3,7,730,330,2006,0,47.5443,1270,1601,1.1169811320754717,9,4.939977390682163
4,2.5,1850,2.0,0,0,3,7,1850,0,1993,0,47.4079,1850,7924,4.431351351351351,22,15.311632876087488
3,1.75,2320,2.0,0,0,3,7,2320,0,1935,1974,47.6877,1610,5800,4.698275862068965,41,6.079248250149142
2,1.75,1440,1.0,0,0,4,6,1130,310,1935,0,47.498,1250,9381,7.784722222222222,80,7.52173703427829
5,2.75,3260,1.0,0,0,3,8,1630,1630,1964,0,47.6169,2860,11700,3.588957055214724,51,10.68176829254835
2,1.0,1160,1.0,1,4,3,6,1160,0,1945,0,47.5117,1510,13122,15.202586206896552,70,7.6216228191034325
3,2.5,2530,2.0,0,0,3,8,2530,0,2001,0,47.7597,2280,8791,3.207905138339921,14,13.106860787240914
3,1.0,1160,1.0,0,0,4,7,1160,0,1956,0,47.7336,1190,7482,6.820689655172414,59,8.885486595837062
3,1.75,1800,1.0,0,0,5,7,900,900,1905,0,47.6867,1800,3000,3.3333333333333335,110,5.617125883616696
2,1.0,710,1.0,0,0,4,6,710,0,1953,0,47.4379,1500,10540,19.718309859154928,62,11.629212871390147
3,2.5,1970,2.0,0,0,3,7,1090,880,1988,0,47.3462,2020,9608,4.876649746192894,27,18.09118628611508
3,1.5,1510,1.0,0,0,3,6,1510,0,1938,0,47.4821,990,6600,4.370860927152318,77,8.573596626655114
3,1.0,990,1.5,0,0,4,6,990,0,1939,0,47.5022,1640,8320,9.237373737373737,76,7.302370336393021
2,1.75,1820,1.0,0,0,4,6,910,910,1948,0,47.7538,1300,8409,4.62032967032967,67,10.199956977693121
4,2.5,1800,2.0,0,0,3,8,1800,0,2001,0,47.5962,1800,4507,2.41,14,14.832991754539483
4,1.75,1790,1.5,0,0,3,6,1410,380,1900,0,47.4963,1790,8417,4.0083798882681565,115,7.621031667431467
4,2.25,2440,1.0,0,0,4,7,1880,560,1957,0,47.5933,1530,9335,3.819672131147541,58,9.253020792420468
4,1.75,1940,1.0,0,0,4,8,1940,0,1974,0,47.3215,2405,11769,6.891752577319588,41,19.74403254296574
4,2.25,2420,1.0,0,0,4,8,1350,1070,1985,0,47.6206,2160,17598,24.710743801652892,30,12.936429673616182
4,2.0,1830,1.0,0,0,3,7,1370,460,1958,0,47.4878,1830,9271,5.691803278688525,57,8.190248579002814
4,2.0,1490,1.5,0,0,5,7,1490,0,1926,0,47.6744,1510,3889,2.720805369127517,89,4.930361800237979
3,1.0,1160,1.0,0,0,3,7,1160,0,1960,0,47.7304,1300,8317,6.770689655172414,55,8.653928863199775
3,1.75,1630,1.0,0,0,3,7,960,670,1955,0,47.6023,1880,9000,5.521472392638037,60,5.944673931177039
6,3.5,3000,2.0,0,2,3,8,2400,600,1969,0,47.562,1720,6360,2.1066666666666665,46,3.9350376253030017
3,2.25,1810,1.0,0,0,4,7,1810,0,1959,0,47.497,1830,7594,4.2154696132596685,56,10.369139627558026
3,2.25,1352,3.0,0,0,3,8,1352,0,2007,0,47.7265,1439,1387,1.2529585798816567,8,8.349322404922633
4,2.25,2510,1.0,0,0,4,9,1810,700,1977,0,47.7041,2450,19250,7.788844621513944,38,7.989264638156618
5,2.75,2580,1.0,0,0,4,7,1730,850,1954,0,47.6226,2040,7717,2.9573643410852712,61,6.044552395109379
2,1.0,1170,1.0,0,0,3,6,1170,0,1903,0,47.6729,1170,2023,4.05982905982906,112,5.0820498481669
2,1.0,710,1.0,0,0,4,6,710,0,1943,0,47.4886,940,7680,9.80281690140845,72,9.067775439497257
3,2.0,1430,1.0,0,0,4,7,1430,0,1988,0,47.2757,1870,8400,5.527972027972028,27,24.458222643838347
3,1.75,2150,2.0,0,0,4,8,1400,750,1906,0,47.6629,1610,3663,1.1753488372093024,109,3.91985254569329
4,1.0,1220,1.5,0,0,5,6,1220,0,1940,0,47.205,1540,7670,4.19672131147541,75,31.88510771823626
4,1.75,1760,1.0,0,0,4,8,1760,0,1968,0,47.4715,1730,11180,6.3522727272727275,47,13.67173089111736
2,1.0,1150,1.0,0,0,3,7,1150,0,1954,0,47.737,1300,8139,7.076521739130435,61,9.042584610707486
4,3.0,2910,1.0,0,0,5,8,1800,1110,1970,0,47.6939,2390,7660,2.7584192439862543,45,6.653584804046857
3,2.0,2200,1.0,0,2,3,8,1200,1000,1961,0,47.7584,2600,15162,9.95,54,10.894519634664888
3,2.5,1900,2.0,0,0,3,8,1900,0,1994,0,47.4324,2100,7361,3.8742105263157893,21,13.702925087060333
3,1.75,1300,1.5,0,0,3,7,1300,0,1925,1992,47.6988,1590,6380,4.163846153846154,23,6.422274384750863
3,1.0,1410,1.0,0,0,3,7,1410,0,1958,0,47.6782,1330,8925,6.329787234042553,57,9.37106488203361
5,2.5,3780,1.0,0,1,4,9,1890,1890,1978,0,47.7603,2840,19908,5.291005291005291,37,10.997490022445943
3,1.0,1140,1.0,0,0,3,7,1140,0,1963,0,47.424,1520,9814,8.578070175438597,52,14.003091452763188
3,2.25,1646,2.0,0,0,3,7,1646,0,1994,0,47.3646,1975,9161,4.473876063183475,21,21.669182185491962
4,3.5,3070,2.0,0,0,3,9,2030,1040,1922,2007,47.5732,1780,4800,1.4462540716612378,8,4.33535764651078
5,2.5,4870,2.0,0,0,3,10,3470,1400,1983,0,47.633,3180,11398,2.42299794661191,32,13.722720950207707
5,5.25,4830,2.0,0,1,5,9,3930,900,1952,1998,47.5858,2880,10520,3.8730848861283644,17,4.21914660503423
4,3.5,3510,2.0,0,0,3,10,3510,0,2001,0,47.5412,4200,9935,2.8518518518518516,14,21.790705110478466
3,2.5,2290,2.0,0,0,3,9,2290,0,1997,0,47.435,2700,7500,2.7519650655021834,18,15.838385883702793
4,2.5,2480,2.0,0,2,3,8,2480,0,1994,0,47.5379,2940,14679,6.214112903225806,21,9.327566232571376
4,2.75,2090,1.0,0,0,4,8,1240,850,1976,0,47.6872,2340,9000,4.019138755980861,39,11.252171103618876
3,1.0,920,1.0,0,0,4,7,920,0,1970,0,47.3791,1660,8000,8.152173913043478,45,15.818307917504063
4,3.5,3270,2.0,0,0,3,9,2110,1160,1990,0,47.6256,3020,8582,4.802446483180428,25,13.617605274546586
3,1.5,2240,1.0,0,0,5,7,1120,1120,1955,0,47.6927,1740,7110,2.3660714285714284,60,6.658407997819906
4,2.75,2380,1.0,0,0,3,8,1680,700,1957,2001,47.5929,1950,11751,6.638655462184874,14,9.348756566833124
3,2.75,2460,2.0,0,0,3,9,2460,0,2004,0,47.7497,2440,6092,2.606910569105691,11,10.714528898662524
3,2.25,2560,1.0,0,0,3,8,1510,1050,1958,0,47.7124,1980,8040,3.140625,57,7.461628915722093
4,2.0,1200,1.0,0,0,4,7,1200,0,1961,0,47.3262,1110,8400,7.058333333333334,54,19.34549612909164
3,1.75,1550,1.0,0,0,4,7,1210,340,1981,0,47.717,1550,6900,5.04516129032258,34,10.994727677809484
3,2.25,2190,1.0,0,0,4,7,1330,860,1976,0,47.5041,2550,175982,100.64566210045662,39,12.86682574580534
5,3.5,3210,2.0,0,2,3,10,2290,920,1917,2003,47.6801,1940,5000,1.264797507788162,12,5.236154819253578
5,3.0,2110,2.0,0,0,3,7,2110,0,2005,0,47.3599,1460,10400,5.102369668246445,10,18.51935431893292
3,2.0,1300,2.0,0,0,3,7,1300,0,1988,0,47.6923,1300,4500,1.7307692307692308,27,5.948325491979933
4,2.75,2420,1.0,0,1,3,8,1420,1000,1948,1999,47.5459,3170,9385,4.628512396694215,16,5.214787270175591
4,2.5,2030,2.0,0,0,3,8,2030,0,1994,0,47.5692,1780,3953,1.9576354679802956,21,15.454212135977295
3,2.5,1940,2.0,0,0,3,8,1940,0,2009,0,47.5644,1880,3078,1.6551546391752576,6,11.542704022328923
4,2.5,2830,2.0,0,0,3,8,2830,0,1993,0,47.7334,2350,14029,4.862190812720848,22,19.045955226483684
2,1.0,900,1.0,0,0,3,6,900,0,1948,0,47.542,1420,5184,5.573333333333333,67,5.015731193471813
3,1.75,1440,1.0,0,0,4,8,1440,0,1972,0,47.7163,1990,8812,6.295138888888889,43,7.60652494327382
4,2.5,2650,2.0,0,0,4,8,2650,0,1993,0,47.3693,2510,8850,3.5664150943396224,22,18.928787769616044
3,1.0,1200,1.5,0,0,3,6,1200,0,1945,0,47.7163,1120,7800,13.3,70,7.761705675991322
3,2.0,2210,1.0,0,0,3,8,2210,0,2003,0,47.265,2570,6497,2.8900452488687782,12,23.61352345398014
4,1.5,2220,1.5,0,0,3,8,1970,250,1925,0,47.6564,1984,4000,1.8018018018018018,90,3.4839309022809366
3,2.5,1900,2.0,0,0,3,8,1900,0,1987,0,47.62,2030,8744,4.6021052631578945,28,13.539106267393622
3,2.0,1490,1.5,0,0,3,7,1490,0,1984,0,47.3962,1350,7846,5.618120805369127,31,15.979803437364474
3,2.5,1840,1.0,0,0,3,9,1840,0,1978,0,47.6131,2730,9900,5.380434782608695,37,8.474183607640878
3,1.75,1490,1.0,0,0,4,7,1010,480,1975,0,47.375,1490,7469,5.614765100671141,40,18.330955068871663
5,2.0,1750,1.0,0,0,4,5,1750,0,1943,0,47.5094,1560,9010,5.876571428571428,72,9.695047348875372
4,2.5,2720,2.0,0,0,3,9,2720,0,1989,0,47.6295,2720,10759,3.6786764705882353,26,13.646257330434166
4,1.75,2420,1.5,0,0,3,7,2420,0,1900,0,47.6209,1200,1170,0.21487603305785125,115,1.7345219033442196
2,1.0,1290,2.0,0,0,3,7,1290,0,2008,0,47.6968,1290,2628,2.192248062015504,7,15.642723728821547
3,2.75,3450,1.5,0,3,4,9,2590,860,1925,0,47.6389,2910,5350,1.5507246376811594,90,4.164396133322143
